joined,generation,inviter_joined,activated_card,first_purchase,fifth_purchase,last_activity,joined_bonus,days_till_activation,has_activated_card,days_till_first_purchase,days_till_fifth_purchase,fifth_purchase_bonus,currently_active,first_purchase_binned,fifth_purchase_binned
2021-02-07,GEN Z,2019-05-23,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN X,2019-05-23,2021-04-03,2021-03-26,2021-04-09,2021-10-23,20,55,Y,47,61,0,Y,>30,>30
2021-02-07,GEN X,2020-01-06,2021-02-23,2021-02-24,2021-02-25,2021-11-14,20,16,Y,17,18,10,Y,17,18
2021-02-07,GEN Y,2021-01-28,2021-03-23,2021-02-07,2021-02-17,2021-11-14,20,44,Y,0,10,10,Y,0,10
2021-02-07,GEN X,2020-01-24,,,,2021-02-07,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2021-01-13,2021-02-16,2021-02-21,2021-04-03,2021-11-14,20,9,Y,14,55,0,Y,14,>30
2021-02-07,GEN X,2020-05-27,,,,2021-11-08,20,-1,N,-1,-1,0,Y,-1,-1
2021-02-07,GEN Z,2020-01-29,,,,2021-02-27,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Y,2021-02-07,2021-02-27,2021-02-07,2021-03-17,2021-11-15,20,20,Y,0,38,0,Y,0,>30
2021-02-07,GEN Y,2020-01-08,2021-02-26,2021-03-06,2021-03-16,2021-11-06,20,19,Y,27,37,0,Y,27,>30
2021-02-07,GEN X,2021-01-09,2021-02-21,2021-02-26,2021-03-19,2021-10-11,20,14,Y,19,40,0,N,19,>30
2021-02-07,GEN Z,2020-06-04,2021-02-18,,,,20,11,Y,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2021-02-06,,2021-02-07,,2021-02-22,20,-1,N,0,-1,0,N,0,-1
2021-02-07,GEN Z,2020-05-06,2021-03-03,,,,20,24,Y,-1,-1,0,N,-1,-1
2021-02-07,GEN X,2021-01-08,2021-02-17,2021-02-19,,2021-11-13,20,10,Y,12,-1,0,Y,12,-1
2021-02-07,GEN Y,2019-09-11,2021-02-26,2021-02-12,2021-02-15,2021-11-11,20,19,Y,5,8,10,Y,5,8
2021-02-07,GEN Z,2021-02-07,,2021-02-07,,2021-03-19,20,-1,N,0,-1,0,N,0,-1
2021-02-07,GEN Z,2019-04-20,2021-03-01,2021-02-07,2021-02-14,2021-11-09,20,22,Y,0,7,10,Y,0,7
2021-02-07,GEN Z,2020-11-04,2021-02-15,2021-02-09,2021-02-17,2021-09-20,20,8,Y,2,10,10,N,2,10
2021-02-07,GEN Z,2019-09-09,2021-02-25,2021-02-07,2021-02-25,2021-10-15,20,18,Y,0,18,10,N,0,18
2021-02-07,GEN Z,2019-04-29,2021-03-10,2021-03-10,2021-03-16,2021-07-24,20,31,Y,31,37,0,N,>30,>30
2021-02-07,GEN X,2019-06-15,2021-02-15,2021-02-21,2021-02-26,2021-11-12,20,8,Y,14,19,10,Y,14,19
2021-02-07,GEN Y,2021-02-06,2021-02-21,2021-02-14,2021-02-27,2021-11-11,20,14,Y,7,20,10,Y,7,20
2021-02-07,GEN Z,2020-04-15,2021-02-19,2021-02-07,2021-08-08,2021-11-09,20,12,Y,0,182,0,Y,0,>30
2021-02-07,GEN Z,2020-03-02,2021-03-07,2021-02-07,2021-03-02,2021-11-14,20,28,Y,0,23,10,Y,0,23
2021-02-07,GEN Z,2021-02-06,2021-02-20,2021-02-07,2021-02-12,2021-04-09,20,13,Y,0,5,10,N,0,5
2021-02-07,GEN Z,2019-12-04,2021-05-13,2021-05-17,2021-05-26,2021-11-14,20,95,Y,99,108,0,Y,>30,>30
2021-02-07,GEN Z,2021-02-06,,2021-02-08,2021-02-22,2021-05-28,20,-1,N,1,15,10,N,1,15
2021-02-07,GEN Z,2019-08-16,,2021-02-07,,2021-02-23,20,-1,N,0,-1,0,N,0,-1
2021-02-07,GEN Z,2020-03-08,2021-02-18,2021-06-08,2021-06-19,2021-07-18,20,11,Y,121,132,0,N,>30,>30
2021-02-07,GEN X,2021-02-07,2021-05-15,,,,20,97,Y,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2021-02-05,,2021-02-10,,2021-11-12,20,-1,N,3,-1,0,Y,3,-1
2021-02-07,GEN Z,2020-12-02,2021-02-22,2021-02-10,2021-03-07,2021-11-14,20,15,Y,3,28,10,Y,3,28
2021-02-07,GEN Y,2020-11-21,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Y,2020-11-15,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Y,2021-02-07,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Y,2021-02-03,,2021-02-07,,2021-02-07,20,-1,N,0,-1,0,N,0,-1
2021-02-07,GEN Y,2021-01-09,2021-03-06,2021-03-06,2021-04-30,2021-09-09,20,27,Y,27,82,0,N,27,>30
2021-02-07,GEN Z,2021-01-07,,,,2021-02-07,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2021-01-17,2021-03-05,2021-02-13,2021-02-20,2021-06-15,20,26,Y,6,13,10,N,6,13
2021-02-07,GEN Y,2021-01-15,2021-02-17,2021-02-07,2021-03-05,2021-11-10,20,10,Y,0,26,10,Y,0,26
2021-02-07,GEN Y,2020-11-28,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN X,2019-07-30,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Y,2020-12-31,2021-02-18,,,2021-02-08,20,11,Y,-1,-1,0,N,-1,-1
2021-02-07,GEN Y,2021-02-04,,2021-02-13,,2021-02-13,20,-1,N,6,-1,0,N,6,-1
2021-02-07,GEN Y,2020-07-20,2021-08-31,,,,20,205,Y,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2020-08-04,2021-02-25,2021-05-25,2021-07-13,2021-11-12,20,18,Y,107,156,0,Y,>30,>30
2021-02-07,GEN Y,2019-12-29,2021-02-16,2021-02-08,2021-02-17,2021-11-13,20,9,Y,1,10,10,Y,1,10
2021-02-07,GEN Z,2021-01-07,2021-02-18,2021-02-08,2021-02-09,2021-07-22,20,11,Y,1,2,10,N,1,2
2021-02-07,GEN Y,2020-11-21,2021-02-19,2021-02-19,2021-02-23,2021-11-13,20,12,Y,12,16,10,Y,12,16
2021-02-07,GEN Z,2021-02-04,,2021-02-07,,2021-02-07,20,-1,N,0,-1,0,N,0,-1
2021-02-07,GEN Z,2019-12-04,,2021-02-08,2021-03-29,2021-07-09,20,-1,N,1,50,0,N,1,>30
2021-02-07,GEN Y,2021-01-30,,2021-02-10,2021-02-14,2021-11-13,20,-1,N,3,7,10,Y,3,7
2021-02-07,GEN Z,2021-01-11,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Y,2018-12-01,,2021-02-13,2021-02-16,2021-05-26,20,-1,N,6,9,10,N,6,9
2021-02-07,GEN X,2020-02-03,2021-08-23,2021-08-19,2021-08-30,2021-11-14,20,197,Y,193,204,0,Y,>30,>30
2021-02-07,GEN Z,2021-02-04,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2020-01-31,2021-02-17,2021-02-18,2021-04-19,2021-11-14,20,10,Y,11,71,0,Y,11,>30
2021-02-07,GEN Z,2021-02-05,,2021-02-09,,2021-02-11,20,-1,N,2,-1,0,N,2,-1
2021-02-07,GEN Y,2020-11-28,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN X,2020-01-15,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2021-02-04,2021-04-18,2021-09-03,,2021-09-03,20,70,Y,208,-1,0,N,>30,-1
2021-02-07,GEN X,2019-05-21,2021-02-17,2021-02-08,2021-02-20,2021-11-11,20,10,Y,1,13,10,Y,1,13
2021-02-07,GEN Y,2019-04-18,2021-02-15,2021-02-15,,2021-08-28,20,8,Y,8,-1,0,N,8,-1
2021-02-07,GEN Y,2020-11-11,2021-02-16,2021-02-16,,2021-02-26,20,9,Y,9,-1,0,N,9,-1
2021-02-07,GEN Z,2021-01-28,,2021-02-07,,2021-02-07,20,-1,N,0,-1,0,N,0,-1
2021-02-07,GEN Y,2019-08-18,,2021-02-12,,2021-02-18,20,-1,N,5,-1,0,N,5,-1
2021-02-07,GEN Z,2021-01-14,2021-02-18,2021-02-18,2021-02-22,2021-09-01,20,11,Y,11,15,10,N,11,15
2021-02-07,BOOMER,2021-01-11,,,,2021-02-14,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,BOOMER,2019-04-02,2021-04-04,2021-02-08,2021-02-17,2021-04-29,20,56,Y,1,10,10,N,1,10
2021-02-07,GEN Z,2021-02-04,,,,2021-02-07,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Y,2020-12-16,2021-03-28,2021-04-15,2021-04-16,2021-11-09,20,49,Y,67,68,0,Y,>30,>30
2021-02-07,GEN Y,2020-05-09,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Y,2019-02-23,2021-02-18,2021-02-10,2021-02-19,2021-11-12,20,11,Y,3,12,10,Y,3,12
2021-02-07,GEN X,2021-01-24,2021-02-24,2021-02-24,,2021-06-16,20,17,Y,17,-1,0,N,17,-1
2021-02-07,GEN Y,2019-02-23,2021-02-23,2021-02-25,2021-02-26,2021-11-15,20,16,Y,18,19,10,Y,18,19
2021-02-07,GEN Z,2020-05-10,2021-02-20,2021-02-21,,2021-03-12,20,13,Y,14,-1,0,N,14,-1
2021-02-07,GEN Z,2021-01-26,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN X,2020-01-20,,,,2021-11-15,20,-1,N,-1,-1,0,Y,-1,-1
2021-02-07,GEN Y,2020-06-05,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Y,2020-02-16,2021-02-19,2021-02-19,,2021-02-19,20,12,Y,12,-1,0,N,12,-1
2021-02-07,GEN Y,2020-12-06,2021-02-17,2021-03-10,2021-03-30,2021-11-12,20,10,Y,31,51,0,Y,>30,>30
2021-02-07,GEN X,2020-02-29,2021-02-17,,,2021-02-07,20,10,Y,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2019-10-28,,,,2021-02-07,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Y,2021-01-06,2021-02-16,2021-02-09,2021-02-09,2021-11-03,20,9,Y,2,2,10,Y,2,2
2021-02-07,GEN Z,2021-01-06,2021-03-18,,,2021-09-25,20,39,Y,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2019-11-03,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2019-05-24,2021-02-16,2021-02-08,2021-02-22,2021-09-19,20,9,Y,1,15,10,N,1,15
2021-02-07,GEN Y,2021-01-09,,,,2021-02-09,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN X,2021-01-10,2021-02-22,2021-02-22,,2021-11-14,20,15,Y,15,-1,0,Y,15,-1
2021-02-07,GEN Y,2019-11-03,2021-02-15,2021-02-17,2021-02-23,2021-11-14,20,8,Y,10,16,10,Y,10,16
2021-02-07,BOOMER,2020-05-06,2021-08-17,,,2021-02-07,20,191,Y,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2021-02-06,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2020-03-21,2021-02-17,2021-02-23,2021-02-24,2021-02-27,20,10,Y,16,17,10,N,16,17
2021-02-07,GEN Y,2020-01-31,2021-02-16,2021-02-08,2021-02-11,2021-11-10,20,9,Y,1,4,10,Y,1,4
2021-02-07,GEN Z,2020-12-16,2021-02-22,2021-02-11,2021-02-24,2021-09-22,20,15,Y,4,17,10,N,4,17
2021-02-07,BOOMER,2020-02-07,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Y,2020-01-15,2021-02-28,2021-03-06,2021-03-12,2021-11-15,20,21,Y,27,33,0,Y,27,>30
2021-02-07,GEN X,2020-02-21,2021-02-17,2021-02-09,2021-02-20,2021-11-13,20,10,Y,2,13,10,Y,2,13
2021-02-07,GEN Z,2020-01-10,,,,2021-02-07,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2021-02-07,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2020-04-22,2021-03-04,2021-02-07,2021-02-20,2021-11-13,20,25,Y,0,13,10,Y,0,13
2021-02-07,GEN X,2021-02-05,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2020-02-27,2021-02-16,2021-02-07,2021-02-08,2021-11-14,20,9,Y,0,1,10,Y,0,1
2021-02-07,GEN Z,2020-03-14,,2021-02-08,2021-07-30,2021-11-10,20,-1,N,1,173,0,Y,1,>30
2021-02-07,GEN Y,2021-02-04,,2021-02-13,2021-02-15,2021-02-27,20,-1,N,6,8,10,N,6,8
2021-02-07,GEN X,2019-04-24,2021-03-17,2021-03-17,2021-03-23,2021-11-01,20,38,Y,38,44,0,Y,>30,>30
2021-02-07,GEN Z,2021-02-02,2021-03-11,2021-02-08,2021-02-11,2021-05-28,20,32,Y,1,4,10,N,1,4
2021-02-07,GEN Z,2020-07-08,,2021-02-07,,2021-02-11,20,-1,N,0,-1,0,N,0,-1
2021-02-07,GEN Z,2021-01-24,2021-02-18,,,2021-02-07,20,11,Y,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2020-12-02,2021-02-18,2021-02-09,2021-02-19,2021-06-11,20,11,Y,2,12,10,N,2,12
2021-02-07,GEN Z,2019-10-15,2021-02-28,2021-02-09,2021-02-13,2021-10-28,20,21,Y,2,6,10,Y,2,6
2021-02-07,GEN Y,2019-10-16,2021-07-24,2021-02-10,2021-07-11,2021-11-13,20,167,Y,3,154,0,Y,3,>30
2021-02-07,GEN Z,2021-02-06,2021-02-16,2021-02-24,2021-03-06,2021-11-12,20,9,Y,17,27,10,Y,17,27
2021-02-07,GEN Z,2021-02-01,2021-02-17,2021-02-07,2021-02-11,2021-11-14,20,10,Y,0,4,10,Y,0,4
2021-02-07,BOOMER,2020-10-12,2021-02-21,2021-03-13,2021-07-13,2021-11-13,20,14,Y,34,156,0,Y,>30,>30
2021-02-07,GEN Z,2021-02-04,2021-02-28,2021-02-28,2021-03-01,2021-06-24,20,21,Y,21,22,10,N,21,22
2021-02-07,GEN X,2020-07-20,2021-03-20,2021-03-23,2021-03-29,2021-03-31,20,41,Y,44,50,0,N,>30,>30
2021-02-07,GEN Y,2020-01-30,2021-02-22,,,2021-02-22,20,15,Y,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2019-10-13,2021-03-10,,,,20,31,Y,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2020-10-14,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Y,2021-01-10,2021-03-01,2021-03-01,2021-03-06,2021-11-13,20,22,Y,22,27,10,Y,22,27
2021-02-07,GEN Z,2020-04-30,2021-02-20,2021-02-28,2021-04-29,2021-11-10,20,13,Y,21,81,0,Y,21,>30
2021-02-07,GEN Y,2021-01-25,,,,2021-02-09,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2020-06-21,2021-02-17,2021-02-08,2021-02-12,2021-10-27,20,10,Y,1,5,10,Y,1,5
2021-02-07,GEN Y,2021-02-05,2021-02-26,2021-02-26,2021-03-02,2021-11-12,20,19,Y,19,23,10,Y,19,23
2021-02-07,GEN Y,2019-05-29,2021-02-15,2021-02-24,,2021-04-13,20,8,Y,17,-1,0,N,17,-1
2021-02-07,GEN Z,2021-02-04,2021-03-10,2021-02-08,2021-02-13,2021-11-03,20,31,Y,1,6,10,Y,1,6
2021-02-07,GEN Y,2019-09-24,2021-02-18,2021-02-18,2021-03-12,2021-11-13,20,11,Y,11,33,0,Y,11,>30
2021-02-07,GEN Z,2019-11-18,2021-03-01,2021-03-01,2021-03-11,2021-11-11,20,22,Y,22,32,0,Y,22,>30
2021-02-07,GEN Z,2019-11-23,2021-02-20,2021-05-04,2021-05-07,2021-08-28,20,13,Y,86,89,0,N,>30,>30
2021-02-07,GEN Z,2021-02-06,2021-02-15,2021-02-16,2021-04-23,2021-04-23,20,8,Y,9,75,0,N,9,>30
2021-02-07,GEN Z,2021-01-03,,2021-02-19,,2021-02-19,20,-1,N,12,-1,0,N,12,-1
2021-02-07,GEN Z,2019-11-26,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2019-03-31,2021-02-15,2021-02-24,2021-07-19,2021-09-25,20,8,Y,17,162,0,N,17,>30
2021-02-07,GEN Z,2020-01-22,2021-02-19,2021-03-19,2021-03-29,2021-11-13,20,12,Y,40,50,0,Y,>30,>30
2021-02-07,GEN Z,2021-01-28,2021-02-20,2021-02-10,2021-02-14,2021-11-09,20,13,Y,3,7,10,Y,3,7
2021-02-07,GEN Z,2019-06-01,2021-08-25,,,2021-02-07,20,199,Y,-1,-1,0,N,-1,-1
2021-02-07,GEN Y,2021-01-29,2021-02-17,2021-02-12,2021-02-18,2021-10-13,20,10,Y,5,11,10,N,5,11
2021-02-07,GEN Y,2019-08-18,2021-02-26,2021-02-26,,2021-02-26,20,19,Y,19,-1,0,N,19,-1
2021-02-07,GEN Z,2019-11-26,2021-02-12,2021-02-14,,2021-02-14,20,5,Y,7,-1,0,N,7,-1
2021-02-07,GEN Y,2020-12-23,2021-02-25,2021-02-08,2021-03-04,2021-06-29,20,18,Y,1,25,10,N,1,25
2021-02-07,GEN Y,2019-10-09,2021-02-24,2021-02-26,2021-04-22,2021-11-01,20,17,Y,19,74,0,Y,19,>30
2021-02-07,GEN Y,2019-03-10,2021-02-15,2021-02-08,2021-02-09,2021-11-13,20,8,Y,1,2,10,Y,1,2
2021-02-07,GEN Z,2019-08-19,2021-02-25,2021-02-08,2021-02-08,2021-03-30,20,18,Y,1,1,10,N,1,1
2021-02-07,GEN Y,2021-01-14,,,,2021-04-11,20,-1,N,-1,-1,0,N,-1,-1
2021-02-07,GEN Z,2020-12-29,2021-02-15,2021-02-08,2021-03-04,2021-11-13,20,8,Y,1,25,10,Y,1,25
2021-02-07,GEN Y,2020-12-29,2021-02-15,2021-02-08,2021-03-09,2021-11-13,20,8,Y,1,30,10,Y,1,30
2021-02-08,GEN Z,2021-01-22,2021-02-17,2021-02-16,2021-05-07,2021-05-10,20,9,Y,8,88,0,N,8,>30
2021-02-08,GEN Z,2020-06-23,2021-02-19,2021-02-20,2021-09-18,2021-09-18,20,11,Y,12,222,0,N,12,>30
2021-02-08,GEN Y,2019-11-26,2021-02-16,2021-02-17,2021-04-16,2021-11-09,20,8,Y,9,67,0,Y,9,>30
2021-02-08,GEN Z,2020-04-04,,,,2021-10-24,20,-1,N,-1,-1,0,Y,-1,-1
2021-02-08,GEN Z,2020-06-28,2021-03-14,2021-02-08,2021-02-11,2021-11-14,20,34,Y,0,3,10,Y,0,3
2021-02-08,GEN Z,2019-02-12,2021-07-04,2021-02-08,2021-07-20,2021-11-15,20,146,Y,0,162,0,Y,0,>30
2021-02-08,GEN Y,2020-10-28,2021-02-18,2021-02-08,2021-02-18,2021-11-15,20,10,Y,0,10,10,Y,0,10
2021-02-08,GEN Y,2020-11-18,2021-02-22,2021-02-22,2021-02-26,2021-11-13,20,14,Y,14,18,10,Y,14,18
2021-02-08,GEN Y,2020-03-22,2021-02-23,,,2021-03-05,20,15,Y,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2019-05-01,,,,2021-08-22,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2020-10-17,2021-02-18,2021-03-16,2021-03-16,2021-11-14,20,10,Y,36,36,0,Y,>30,>30
2021-02-08,GEN Y,2020-10-27,2021-02-19,2021-02-20,2021-07-01,2021-09-11,20,11,Y,12,143,0,N,12,>30
2021-02-08,GEN X,2020-10-28,,,,2021-02-08,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Z,2020-08-12,2021-02-15,2021-02-16,2021-02-28,2021-11-10,20,7,Y,8,20,10,Y,8,20
2021-02-08,GEN Z,2020-12-31,2021-02-25,2021-03-16,,2021-11-11,20,17,Y,36,-1,0,Y,>30,-1
2021-02-08,GEN Y,2020-12-15,2021-02-18,,,2021-10-28,20,10,Y,-1,-1,0,Y,-1,-1
2021-02-08,GEN Y,2020-07-17,2021-02-19,2021-02-10,,2021-02-10,20,11,Y,2,-1,0,N,2,-1
2021-02-08,GEN Y,2020-10-28,2021-02-19,,,2021-02-19,20,11,Y,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2019-04-08,,,,2021-03-04,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Z,2019-06-07,,,,2021-02-10,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2020-12-09,2021-02-17,2021-02-17,2021-02-21,2021-11-15,20,9,Y,9,13,10,Y,9,13
2021-02-08,GEN Y,2019-05-09,2021-02-17,2021-02-09,2021-02-18,2021-11-13,20,9,Y,1,10,10,Y,1,10
2021-02-08,GEN X,2020-10-28,2021-02-16,2021-09-02,2021-09-03,2021-10-29,20,8,Y,206,207,0,Y,>30,>30
2021-02-08,GEN Z,2020-04-15,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2019-05-26,2021-02-18,2021-02-19,2021-05-20,2021-11-13,20,10,Y,11,101,0,Y,11,>30
2021-02-08,GEN Y,2020-01-04,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,BOOMER,2019-10-09,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2021-01-18,,2021-02-08,2021-02-13,2021-02-13,20,-1,N,0,5,10,N,0,5
2021-02-08,GEN Y,2020-05-08,2021-02-22,,,,20,14,Y,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2021-02-04,2021-02-19,2021-08-18,2021-08-28,2021-11-13,20,11,Y,191,201,0,Y,>30,>30
2021-02-08,GEN Z,2021-02-06,2021-02-25,2021-03-31,2021-05-24,2021-06-09,20,17,Y,51,105,0,N,>30,>30
2021-02-08,GEN Z,2021-02-04,2021-02-23,2021-03-01,,2021-05-18,20,15,Y,21,-1,0,N,21,-1
2021-02-08,GEN Z,2021-01-10,2021-03-03,2021-02-08,2021-02-15,2021-10-15,20,23,Y,0,7,10,N,0,7
2021-02-08,GEN X,2020-11-26,2021-02-17,2021-03-07,,2021-03-07,20,9,Y,27,-1,0,N,27,-1
2021-02-08,GEN X,2021-02-07,2021-02-17,2021-02-11,2021-02-14,2021-11-14,20,9,Y,3,6,10,Y,3,6
2021-02-08,GEN Y,2020-08-23,2021-02-27,,,2021-02-18,20,19,Y,-1,-1,0,N,-1,-1
2021-02-08,GEN Z,2020-07-10,2021-02-20,2021-02-22,2021-02-22,2021-11-15,20,12,Y,14,14,10,Y,14,14
2021-02-08,BOOMER,2019-05-23,,,,2021-02-08,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2021-01-08,,,,2021-02-09,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2020-08-25,2021-04-01,2021-04-01,2021-04-01,2021-11-13,20,52,Y,52,52,0,Y,>30,>30
2021-02-08,GEN Y,2019-12-13,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Z,2021-02-02,2021-02-18,2021-04-02,2021-04-17,2021-10-14,20,10,Y,53,68,0,N,>30,>30
2021-02-08,GEN Z,2021-01-21,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN X,2020-09-28,,,,2021-02-08,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2020-10-28,2021-02-16,2021-02-18,,2021-02-18,20,8,Y,10,-1,0,N,10,-1
2021-02-08,GEN X,2019-10-04,2021-03-11,2021-03-18,2021-03-26,2021-11-13,20,31,Y,38,46,0,Y,>30,>30
2021-02-08,GEN Z,2021-01-02,2021-02-16,2021-02-17,2021-02-21,2021-11-05,20,8,Y,9,13,10,Y,9,13
2021-02-08,GEN Z,2019-02-22,,,,2021-02-08,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2021-02-03,,,,2021-02-08,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2020-06-30,2021-02-16,2021-02-14,2021-02-20,2021-09-19,20,8,Y,6,12,10,N,6,12
2021-02-08,GEN Y,2021-02-07,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN X,2021-02-01,2021-04-25,,,,20,76,Y,-1,-1,0,N,-1,-1
2021-02-08,BOOMER,2021-01-02,2021-02-16,2021-02-17,2021-02-19,2021-04-07,20,8,Y,9,11,10,N,9,11
2021-02-08,GEN Z,2021-01-02,2021-07-11,2021-02-21,2021-07-12,2021-11-13,20,153,Y,13,154,0,Y,13,>30
2021-02-08,GEN Z,2019-11-26,2021-02-16,2021-02-26,,2021-11-13,20,8,Y,18,-1,0,Y,18,-1
2021-02-08,GEN Y,2020-12-30,,,,2021-02-08,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Z,2021-02-06,2021-03-12,2021-02-09,,2021-04-08,20,32,Y,1,-1,0,N,1,-1
2021-02-08,GEN Y,2019-05-06,2021-02-21,2021-02-24,2021-02-25,2021-11-14,20,13,Y,16,17,10,Y,16,17
2021-02-08,GEN Z,2020-07-19,,2021-02-18,2021-02-20,2021-11-13,20,-1,N,10,12,10,Y,10,12
2021-02-08,GEN Y,2020-02-04,,,,2021-02-08,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN X,2019-04-27,,,,2021-02-08,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Y,2021-02-05,2021-02-16,2021-02-09,2021-02-11,2021-11-15,20,8,Y,1,3,10,Y,1,3
2021-02-08,GEN Y,2021-01-10,2021-02-19,2021-02-20,2021-02-26,2021-08-08,20,11,Y,12,18,10,N,12,18
2021-02-08,GEN X,2020-11-08,,2021-02-16,,2021-10-23,20,-1,N,8,-1,0,Y,8,-1
2021-02-08,GEN Z,2019-07-29,2021-02-17,2021-02-08,2021-02-16,2021-02-17,20,9,Y,0,8,10,N,0,8
2021-02-08,GEN Z,2021-01-05,,2021-02-14,,2021-02-14,20,-1,N,6,-1,0,N,6,-1
2021-02-08,GEN Z,2020-06-25,2021-02-17,2021-02-09,2021-02-10,2021-11-13,20,9,Y,1,2,10,Y,1,2
2021-02-08,GEN Z,2020-07-07,2021-02-15,2021-02-09,2021-02-17,2021-11-11,20,7,Y,1,9,10,Y,1,9
2021-02-08,GEN X,2019-04-18,,2021-02-08,,2021-02-08,20,-1,N,0,-1,0,N,0,-1
2021-02-08,GEN Z,2019-12-09,2021-02-24,2021-02-09,2021-02-10,2021-11-11,20,16,Y,1,2,10,Y,1,2
2021-02-08,GEN Z,2020-09-29,2021-02-23,2021-02-09,2021-03-03,2021-08-23,20,15,Y,1,23,10,N,1,23
2021-02-08,GEN Z,2021-01-02,2021-02-16,2021-02-21,2021-02-25,2021-07-30,20,8,Y,13,17,10,N,13,17
2021-02-08,GEN Y,2021-02-07,,,,,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Z,2021-02-07,2021-02-21,2021-02-08,2021-04-03,2021-11-12,20,13,Y,0,54,0,Y,0,>30
2021-02-08,GEN Y,2021-01-03,,,,2021-02-08,20,-1,N,-1,-1,0,N,-1,-1
2021-02-08,GEN Z,2021-02-06,,2021-02-08,2021-02-16,2021-02-17,20,-1,N,0,8,10,N,0,8
2021-02-08,GEN X,2020-05-26,2021-03-04,2021-03-27,2021-04-15,2021-11-15,20,24,Y,47,66,0,Y,>30,>30
